"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, neutral expression, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, crying, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, worried, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, focused gaze, victory pose"
